"id","name","vision","composure","acceleration","speed","stamina","strength","balance","agility","jumping","heading"
4035,"Joel Pohjanpalo",52,60,75,74,61,69,62,72,67,68
4036,"Hans Hateboer",29,56,68,77,85,76,64,65,74,68
4037,"José Mauri",72,68,79,69,75,55,93,89,75,49
4038,"Embarba",64,51,80,81,61,59,80,80,61,45
4039,"Alex Soares",71,57,68,67,77,60,70,63,62,53
4040,"Joaquín Arzura",61,56,75,70,85,71,77,67,78,56
4041,"Samuel Gigot",49,58,61,70,73,77,57,61,71,70
4042,"Jherson Vergara",19,55,53,69,67,79,45,55,66,73
4043,"Sergio Vittor",51,61,55,51,72,85,41,52,49,71
4044,"Sebastián Vegas",31,69,70,78,72,77,51,54,87,66
4045,"Helibelton Palacios",65,56,88,90,91,67,68,68,54,59
4046,"Ambroise Oyongo",65,65,85,81,86,55,69,85,70,50
4047,"Federico Vega",57,66,77,78,83,76,71,71,69,48
4048,"Yosuke Kashiwagi",69,65,75,64,76,70,69,65,57,42
4049,"Lukas Lerager",67,65,67,72,87,69,66,70,74,72
4050,"Jubal",32,52,55,67,59,73,39,51,73,72
4051,"Javier Abella",63,62,78,75,85,67,71,70,66,58
4052,"Wilde-Donald Guerrier",60,53,91,90,68,61,74,79,88,70
4053,"Álex Moreno",66,59,76,77,85,47,76,79,65,47
4054,"Mame Thiam",68,70,75,78,75,79,65,75,79,71
4055,"Álvaro García",57,41,84,85,63,36,89,78,80,57
4056,"Tornike Okriashvili",67,69,80,73,60,54,70,74,51,39
4057,"Emmanuel García",48,66,75,76,87,53,82,88,75,56
4058,"Riccardo Gagliolo",26,58,75,75,75,70,76,71,85,66
4059,"Leandro González",75,49,70,75,55,80,62,64,57,57
4060,"Bartosz Kapustka",71,61,83,78,76,50,75,76,72,56
4061,"Carlos Strandberg",59,56,78,80,52,90,46,63,70,73
4062,"Filipe Ferreira",57,67,74,75,77,61,74,73,72,56
4063,"Bartlomiej Dragowski",62,22,46,42,34,56,54,33,57,13
4064,"Bruno Petkovic",72,65,61,62,65,91,34,67,55,62
4065,"Scott Hogan",55,77,90,90,67,61,67,71,76,67
4066,"Carlos Auzqui",66,55,83,82,72,60,71,72,77,70
4067,"Cristian Menéndez",76,60,66,67,69,77,55,60,75,72
4068,"Fernando Márquez",74,66,74,80,75,81,62,74,83,69
4069,"Federico Lértora",63,61,66,65,75,70,56,62,75,63
4070,"Fernando Zuqui",68,66,63,67,77,65,75,80,61,54
4071,"Emanuel Insúa",60,65,74,76,82,73,65,68,76,67
4072,"Daniel Rosero Valencia",44,54,69,76,91,79,63,63,87,77
4073,"Jorge Luna",67,63,79,79,73,60,81,79,45,47
4074,"Diego Rodríguez",40,31,42,49,32,60,58,42,67,14
4075,"Alfonso Parot",55,66,71,72,70,82,58,68,67,67
4076,"Marcos Bolados",72,66,81,82,78,69,71,85,56,27
4077,"Lorenzo Reyes",65,58,70,68,83,67,73,79,74,53
4078,"Dagoberto Currimilla",55,58,77,71,90,75,58,77,72,46
4079,"Wilder Guisao",71,55,82,80,73,68,73,78,61,59
4080,"Johan Fuentes",79,65,72,64,76,58,82,72,74,48
4081,"Luis Páez",57,73,69,68,70,71,60,74,70,68
4082,"Carlos Arboleda",61,62,86,91,83,33,93,88,91,40
4083,"Wilson Morelo",66,76,79,81,70,67,77,90,77,65
4084,"Felipe Campos",53,55,80,74,78,77,60,72,72,58
4085,"Sebastián Martínez",59,58,69,67,80,64,66,61,85,45
4086,"Nicolás Maturana",70,51,80,76,66,51,85,82,53,48
4087,"Albert Acevedo",40,58,46,40,74,73,63,59,80,74
4088,"Danovis Banguero",61,70,73,77,83,81,49,68,57,68
4089,"Andrés Andrade",72,65,78,79,79,61,70,77,70,45
4090,"Rafael Carrascal",70,66,67,67,75,63,70,70,60,49
4091,"Michael Rangel",53,67,62,66,74,80,60,70,75,75
4092,"Mathías Riquero",59,76,45,50,75,74,68,57,74,76
4093,"Germán Cano",66,67,72,70,75,68,70,72,75,73
4094,"Cleider Alzáte",69,65,85,83,83,30,92,86,84,31
4095,"John Hernández",68,74,70,70,84,63,73,74,84,62
4096,"Dairon Mosquera",58,58,78,84,79,72,57,61,78,64
4097,"Matheus Uribe",66,65,72,73,90,74,70,67,75,67
4098,"Germán Mera",35,59,54,52,71,93,42,32,42,77
4099,"Cristian Higuita",65,68,79,79,85,73,74,75,70,58
4100,"Fáiner Torijano",41,54,62,66,67,74,58,59,75,77
4101,"Yerson Candelo",70,65,85,87,71,55,79,90,84,48
4102,"Diego Rodríguez",45,51,68,62,74,63,75,77,75,62
4103,"Federico Di Francesco",67,56,78,79,69,55,77,79,49,36
4104,"Iver Fossum",70,63,76,69,90,57,76,76,71,58
4105,"Juan Cornejo",55,61,74,82,71,78,60,80,69,70
4106,"Martín Nervo",35,58,66,68,82,77,56,49,72,72
4107,"João Pedro",65,70,68,74,82,68,69,76,72,62
4108,"Raúl López",64,61,75,79,79,70,58,68,59,66
4109,"Raul Rusescu",63,77,72,68,65,71,62,65,72,75
4110,"William Troost-Ekong",33,49,65,74,63,85,60,40,70,76
4111,"Kehinde Fatai",45,68,82,85,63,73,68,78,78,72
4112,"Ismael",74,71,72,67,76,70,94,77,76,35
4113,"Lee Kwang Sun",47,51,62,63,74,73,59,36,74,76
4114,"Santiago Montoya",65,69,81,83,58,37,78,83,56,46
4115,"Hernán Grana",55,57,77,81,84,69,74,79,73,53
4116,"Kellyn Acosta",64,68,82,80,84,68,72,73,80,66
4117,"Pape Sané",43,39,75,78,71,79,55,68,74,63
4118,"Rober Pier",46,54,65,65,68,64,64,57,76,69
4119,"Abdul Fatah Aseri",62,55,90,89,64,50,91,85,76,51
4120,"Kensuke Nagai",64,65,92,90,86,58,66,82,71,61
4121,"Corentin Fiore",63,61,65,69,74,69,67,64,70,71
4122,"Tyrone Mings",54,55,78,78,79,80,54,73,64,63
4123,"Frédéric Mendy",59,70,67,63,78,84,66,58,64,77
4124,"Steven Moreira",67,53,69,70,66,59,66,72,52,54
4125,"Pedro Franco",60,68,58,59,73,72,77,66,70,67
4126,"Hwang Ui Jo",51,51,74,77,74,71,64,76,70,75
4127,"Tobias Figueiredo",48,60,53,64,61,82,52,48,77,71
4128,"Augusto Solari",74,60,83,83,71,70,76,76,81,49
4129,"Nacho",53,36,83,85,78,58,83,82,82,51
4130,"Mario Maloca",31,62,60,66,71,83,69,61,76,72
4131,"Borja López",44,57,48,39,61,87,44,38,60,66
4132,"Janik Haberer",72,59,68,67,81,64,65,69,59,59
4133,"Süleyman Koç",62,60,82,85,68,66,83,78,72,43
4134,"Tiago Rodrigues",75,73,64,67,71,59,72,68,59,47
4135,"Federico Barba",29,67,55,55,55,72,53,50,60,66
4136,"Alexander Callens",35,66,67,62,75,76,55,64,80,71
4137,"Aaron Olanare",67,65,80,75,73,83,73,71,72,69
4138,"Esteban Saveljich",31,49,55,65,73,82,42,41,65,71
4139,"Ariel Rojas",69,68,66,69,72,70,68,65,70,62
4140,"Valentino Lazaro",66,72,84,85,62,70,74,79,56,48
4141,"Paulinho",47,66,82,84,78,58,82,80,73,48
4142,"Julio Tavares",54,52,68,69,71,86,49,70,56,74
4143,"Salem Al Dawsari",69,65,86,83,79,67,75,82,48,56
4144,"Sokol Cikalleshi",62,55,69,70,70,78,39,41,53,73
4145,"Jordan Ikoko",45,37,79,81,75,63,76,73,75,54
4146,"Dimitris Diamantakos",55,54,74,77,74,72,68,75,80,69
4147,"Salman Muwashar",60,55,91,92,86,62,88,88,68,39
4148,"Mohammed Jahfali",42,67,72,70,73,77,58,56,73,70
4149,"Mikel Agu",47,60,68,71,82,80,61,64,78,65
4150,"Yassine Bounou",37,39,37,34,43,69,29,38,48,14
4151,"Jakob Busk",58,26,45,42,31,64,56,30,56,10
4152,"Quini",42,38,75,77,82,59,80,76,57,54
4153,"Bryan Rabello",70,57,78,77,68,40,89,85,68,39
4154,"Birama Touré",56,60,55,35,71,73,61,54,67,46
4155,"Hussain Al Moqahwi",69,60,75,52,76,71,73,75,64,65
4156,"Nicolas Verdier",57,68,85,87,72,70,62,75,78,68
4157,"Philipp Ziereis",46,72,69,82,59,67,58,55,72,71
4158,"Ibrahim Ghaleb",70,74,78,76,62,72,74,79,61,60
4159,"Omar Ibrahim Othman",36,62,70,67,82,85,53,72,79,71
4160,"Robin Himmelmann",39,48,33,34,33,61,44,44,68,13
4161,"Alfie Mawson",26,67,55,58,60,80,51,50,78,76
4162,"Fabian Holland",47,68,72,73,76,67,82,75,78,65
4163,"Mariusz Stepinski",59,60,75,73,58,58,71,76,73,71
4164,"Dimitrios Kourbelis",54,60,75,78,77,69,68,66,68,55
4165,"Samuele Longo",45,63,72,75,64,69,65,71,80,65
4166,"Anastasios Bakasetas",74,56,65,70,71,73,65,73,68,72
4167,"Edin Cocalic",42,57,54,43,64,82,46,48,65,74
4168,"Darko Jevtic",73,65,69,74,70,65,76,70,71,50
4169,"Lars Veldwijk",52,56,61,71,68,92,32,45,70,74
4170,"Lucas Torró",61,41,64,58,77,75,47,63,40,61
4171,"Boubacar Fofana",56,69,54,47,91,90,50,66,48,69
4172,"Stéphane Badji",58,68,69,66,83,80,65,65,72,67
4173,"Lucas Lima",66,68,74,78,79,60,70,75,76,41
4174,"Kaan Ayhan",59,66,65,67,64,74,64,64,84,65
4175,"Facundo Pereyra",71,69,76,80,70,43,83,79,69,63
4176,"Ethan Finlay",71,64,88,89,82,51,69,71,61,58
4177,"Fernando Barrientos",70,63,69,67,79,59,76,74,71,49
4178,"Felipe",73,67,75,69,80,59,71,75,54,33
4179,"Juan Carlos Paredes",52,72,78,85,76,61,85,90,71,57
4180,"Leandro Trossard",69,68,81,83,68,49,86,86,61,52
4181,"Roman Bezus",73,58,70,66,59,68,63,76,55,66
4182,"Patrick Bamford",56,67,77,74,67,63,53,70,60,68
4183,"Laurent Jans",64,66,77,75,79,65,67,73,72,60
4184,"Enver Cenk Sahin",59,74,91,86,74,52,79,79,48,46
4185,"Jacopo Dezi",71,60,69,74,89,56,71,64,73,52
4186,"Roman Emelyanov",60,59,55,68,75,81,54,53,70,57
4187,"Nicola Murru",27,58,78,79,80,68,72,74,74,63
4188,"Téji Savanier",74,50,79,75,75,57,90,84,33,50
4189,"Fran Carbia",64,61,82,80,57,55,76,81,65,62
4190,"Moussa Kone",62,70,79,75,81,82,75,74,87,69
4191,"Cristóbal Jorquera",73,70,69,68,80,57,75,75,58,50
4192,"Jordon Ibe",54,62,86,86,69,71,80,75,60,35
4193,"Valerio Verre",68,69,75,69,75,67,75,74,53,53
4194,"Anthony Lozano",69,68,77,80,73,77,70,72,74,70
4195,"Sebastián Sosa",17,31,40,42,38,71,50,60,65,14
4196,"Rob Schoofs",72,67,69,64,75,58,70,71,65,53
4197,"Anthony Koura",37,36,86,88,56,59,83,82,62,61
4198,"Jeff Louis",62,69,91,90,81,78,93,87,64,53
4199,"Naïm Sliti",67,53,75,77,81,69,79,80,64,49
4200,"Adriano Facchini",11,28,36,39,30,69,48,32,73,14
4201,"John Egan",38,55,71,73,75,79,70,62,80,72
4202,"Prince Désir Gouano",42,62,64,70,71,76,45,55,77,66
4203,"Youssef Toutouh",68,70,79,77,70,73,64,67,58,63
4204,"Brighton Mhlongo",51,24,40,35,27,41,57,33,60,12
4205,"Salim Khelifi",67,60,87,78,63,36,89,90,74,38
4206,"Oriol Rosell",65,69,56,59,64,73,57,59,73,60
4207,"Kenneth Otigba",40,62,76,81,68,87,44,66,70,75
4208,"Hervías",57,55,80,79,80,46,72,80,64,43
4209,"Maxime Dupé",32,16,48,42,21,78,39,35,54,13
4210,"Raphael Holzhauser",67,63,53,53,66,84,46,56,34,63
4211,"Koray Günter",54,42,62,68,64,75,60,54,73,69
4212,"Gabriel Achilier",32,54,60,60,68,81,58,43,76,69
4213,"Paul Dummett",51,57,69,68,72,73,77,64,73,72
4214,"Adam Reach",66,55,78,78,82,77,72,83,78,55
4215,"Rafal Wolski",70,70,86,66,72,51,78,82,70,48
4216,"Clément Tainmont",69,64,61,71,76,69,62,68,59,40
4217,"Bruno Zuculini",72,70,72,72,59,63,66,69,64,58
4218,"Lucas Aveldaño",47,71,52,55,74,81,48,34,77,76
4219,"Engin Bekdemir",72,65,78,78,64,60,78,78,55,40
4220,"Jon Toral",74,59,58,67,66,70,58,58,51,59
4221,"Gaëtan Courtet",60,56,70,71,71,68,76,71,77,71
4222,"Cristian Galano",67,65,91,90,92,70,91,95,79,43
4223,"Massimo Bruno",68,70,76,73,68,59,77,81,75,55
4224,"Ayanda Patosi",74,70,73,64,61,30,82,81,57,49
4225,"Joe Bryan",64,65,85,87,83,73,89,83,90,67
4226,"Benjamin Kessel",50,64,66,68,73,82,56,54,69,77
4227,"Leandro",63,54,80,79,74,76,75,76,57,62
4228,"Thiago Galhardo",71,70,78,81,74,59,67,74,61,66
4229,"Yu Sang Hun",57,59,42,34,32,60,52,44,43,19
4230,"Dimitri Foulquier",55,59,71,80,73,76,64,66,71,56
4231,"Tim Kister",21,65,55,63,59,92,41,38,49,74
4232,"Diego Chará",59,71,76,72,84,65,82,77,66,52
4233,"Isaías",78,72,52,53,73,64,84,75,81,37
4234,"Connor Ripley",41,33,34,35,21,38,38,27,50,14
4235,"James Tarkowski",33,67,67,68,68,75,63,62,72,72
4236,"Nahki Wells",66,70,85,83,83,59,80,81,73,62
4237,"Etiënne Reijnen",52,65,53,44,65,84,40,41,80,70
4238,"Jair",61,65,76,76,67,70,68,82,61,61
4239,"Rodrigo Ely",20,60,63,67,68,78,40,59,70,68
4240,"Thomas Bruns",74,68,75,75,84,62,72,74,71,56
4241,"Jon Flanagan",48,67,71,65,62,71,69,67,65,62
4242,"Erik Morán",68,53,46,53,71,76,50,62,62,56
4243,"Gustav Wikheim",60,65,91,90,67,57,69,91,46,37
4244,"Massadio Haïdara",49,64,78,74,75,75,71,59,67,59
4245,"Kevin Kraus",38,61,35,60,56,90,41,46,50,71
4246,"Andre Wisdom",49,68,72,74,69,79,64,60,76,72
4247,"Bruno Martella",63,29,78,77,86,67,57,57,73,44
4248,"Elias Kachunga",64,68,83,82,72,72,76,77,80,68
4249,"Sebastian Lletget",67,72,74,79,69,75,74,78,55,55
4250,"Hannes Van Der Bruggen",71,73,58,56,82,60,67,69,66,58
4251,"Toni Šunjic",30,42,49,63,68,86,40,50,69,77
4252,"Nicola Leali",35,60,33,32,27,65,32,34,70,11
4253,"Thibault Moulin",76,66,68,63,90,70,82,75,74,62
4254,"Sergey Bryzgalov",63,71,68,77,62,70,66,73,81,67
4255,"Maxime Colin",54,65,75,73,76,68,68,74,56,59
4256,"João Diogo",57,61,79,76,75,61,81,73,80,52
4257,"Jeffrey Schlupp",63,60,87,89,76,82,80,79,77,62
4258,"Denys Oliynyk",63,62,74,68,68,70,73,76,72,64
4259,"Giannis Maniatis",62,67,74,74,67,69,65,71,67,62
4260,"Gaztañaga",63,50,54,55,78,73,54,59,73,56
4261,"Diogo Amado",72,66,69,66,76,60,71,73,74,58
4262,"Barry Douglas",69,63,77,82,84,54,73,75,74,65
4263,"Benito Raman",56,74,91,92,85,39,84,88,82,66
4264,"Ibrahima Conté",62,73,85,83,71,43,82,89,81,40
4265,"Marcelo Silva",43,47,54,55,66,85,47,60,82,75
4266,"Graeme Shinnie",65,72,81,76,91,62,81,73,75,54
4267,"Roland Alberg",68,65,76,75,69,69,68,74,67,58
4268,"Michael Hector",57,61,67,72,69,82,46,57,62,59
4269,"Florian Jozefzoon",60,44,90,91,67,63,81,84,80,35
4270,"Atinç Nukan",48,54,59,63,64,89,37,54,65,75
4271,"Nicolas Höfler",63,76,61,55,73,72,68,72,87,61
4272,"Mustafa Yumlu",37,63,48,48,69,88,42,46,68,78
4273,"André Hoffmann",49,58,52,51,63,77,57,58,59,72
4274,"Daniel Royer",61,67,86,85,80,61,76,88,58,53
4275,"Marco Torsiglieri",54,63,34,35,59,91,34,41,46,74
4276,"Maikel Kieftenbeld",64,66,69,74,81,71,72,68,80,59
4277,"Jesús Sánchez",41,55,84,83,75,50,83,81,74,60
4278,"Bekim Balaj",52,62,66,69,74,77,51,59,67,82
4279,"Joffrey Cuffaut",54,51,73,73,83,69,70,73,92,64
4280,"Giulio Ebagua",42,67,72,82,74,87,59,84,93,69
4281,"Tobias Kempe",66,62,75,77,80,71,63,73,61,50
4282,"Ákos Elek",57,81,67,62,81,87,56,52,57,50
4283,"Michiel Jonckheere",72,68,72,65,76,56,72,72,67,59
4284,"Alexander Domínguez",53,50,28,31,29,69,42,36,34,11
4285,"Luis Marín",35,30,36,33,25,76,31,62,79,6
4286,"Simone Romagnoli",24,58,55,55,67,87,33,56,65,74
4287,"Abraham",66,66,73,76,76,75,74,74,69,57
4288,"Bailey Wright",46,64,71,67,72,75,63,60,84,70
4289,"Fredrik Midtsjø",67,73,81,80,80,70,84,80,63,55
4290,"Alexandr Kolomeytsev",73,70,60,68,83,76,62,62,70,71
4291,"Nikola Ðurdic",67,73,73,72,74,73,64,74,67,64
4292,"Cláudio Ramos",23,31,30,35,41,79,65,27,51,21
4293,"Mika",32,31,37,32,39,75,35,32,54,10
4294,"Paulus Arajuuri",32,58,51,55,70,92,39,40,71,69
4295,"Guitián",58,73,65,66,76,73,64,63,81,74
4296,"Steve Clark",67,63,54,54,38,70,53,52,70,11
4297,"Danny Williams",60,68,77,78,89,75,71,75,80,69
4298,"Stefan Šcepovic",58,57,64,54,60,76,52,61,73,74
4299,"Osvaldo González",58,70,61,54,69,80,49,58,75,69
4300,"Eunan OKane",72,67,76,68,80,62,82,84,70,47
4301,"Diego Fabbrini",67,70,76,72,74,50,51,87,60,60
4302,"Ali Ahamada",24,55,43,38,38,75,34,42,67,38
4303,"Yasser Al Mosailem",52,33,32,46,37,68,55,49,64,13
4304,"Lars Vilsvik",67,70,75,78,81,71,71,74,72,66
4305,"Christophe Diandy",63,65,69,70,81,76,64,67,71,69
4306,"Jhasmani Campos",72,64,66,64,78,62,79,71,57,45
4307,"Babanco",65,68,77,82,83,74,71,61,72,58
4308,"José Manuel Velázquez",53,65,68,65,60,71,59,61,74,71
4309,"Stalin Motta",79,75,74,68,58,57,82,87,83,31
4310,"Rodrigo Millar",72,74,62,67,66,79,66,64,73,60
4311,"Ivan Ivanov",38,61,62,66,73,78,49,62,78,75
4312,"Marco Davide Faraoni",64,71,76,74,78,69,74,65,69,65
4313,"Radosav Petrovic",66,63,45,55,72,88,32,47,60,67
4314,"Danny Batth",39,52,35,34,72,90,45,43,74,74
4315,"David Davis",58,58,74,79,84,80,78,70,72,63
4316,"Edgar Costa",65,63,84,77,50,72,70,79,65,58
4317,"Amara Baby",58,64,85,87,84,71,62,78,80,73
4318,"Javi Ros",73,65,74,72,79,66,86,82,66,41
4319,"Will Grigg",54,69,75,76,83,76,72,71,72,66
4320,"Abdoul Razzagui Camara",67,69,90,91,70,70,74,77,71,64
4321,"Isma López",59,59,80,80,78,66,68,80,59,48
4322,"Adam Matthews",69,70,79,78,69,70,73,76,71,58
4323,"Maximiliano Coronel",42,39,62,51,54,72,51,51,87,72
4324,"Loris Benito",63,52,77,81,84,70,53,73,75,51
4325,"Marin Leovac",48,59,82,79,80,73,68,72,71,45
4326,"Heinz Lindner",33,35,39,41,30,49,38,43,62,13
4327,"Marcelo Sarvas",60,72,75,69,85,69,74,78,67,66
4328,"Wes Foderingham",11,38,25,30,34,69,44,56,49,15
4329,"Diego Falcinelli",57,61,76,69,69,73,63,71,70,67
4330,"Charlison Benschop",67,69,64,74,66,90,58,53,42,65
4331,"Felipe",72,57,67,69,77,58,72,79,48,59
4332,"Oscar Jiménez",32,43,33,33,17,76,50,30,71,19
4333,"Archimede Morleo",54,74,82,68,68,58,86,78,70,52
4334,"Leandro Cabrera",45,42,64,72,79,82,56,68,90,76
4335,"Moritz Hartmann",60,64,73,74,80,73,69,74,81,69
4336,"Andreas Luthe",49,23,38,50,36,74,34,42,65,15
4337,"Fabian Klos",54,62,61,71,76,88,45,46,59,77
4338,"Sambou Yatabaré",67,62,76,77,79,80,51,67,66,57
4339,"Héctor Yuste",67,60,58,59,75,84,79,59,66,64
4340,"Hernán Bernardello",65,70,64,65,80,69,80,70,55,52
4341,"Baba Diawara",56,72,75,67,76,79,65,78,87,81
4342,"Lionn",44,64,79,80,82,70,69,74,67,57
4343,"Marcinho",67,65,74,71,57,65,65,76,55,46
4344,"Daniel Adejo",40,66,78,83,86,86,68,60,83,71
4345,"Evgeniy Makeev",62,67,83,77,79,64,70,68,71,67
4346,"Nabil Bahoui",62,73,76,77,67,78,47,59,37,48
4347,"Abdulmalek Al Khaibari",53,65,70,75,83,78,63,67,81,67
4348,"Hassan Muath Fallatah",58,65,88,92,91,78,54,78,68,57
4349,"Leandro Chichizola",31,43,49,54,31,52,64,66,75,17
4350,"Kléber",66,76,64,67,70,77,55,67,74,73
4351,"Leandro",67,71,56,51,70,61,68,73,70,68
4352,"Emil Salomonsson",64,67,77,91,92,61,70,71,58,43
4353,"Kamil Wilczek",60,69,66,67,70,76,69,64,70,73
4354,"Håvard Nielsen",64,71,71,76,66,69,62,69,67,54
4355,"Marco Terrazzino",68,56,77,74,65,59,80,81,60,51
4356,"Manuel Gulde",47,61,68,69,64,70,64,67,85,67
4357,"Hervé Bazile",69,61,79,78,65,65,68,73,67,64
4358,"Henrik Dalsgaard",55,58,78,88,74,72,65,68,65,57
4359,"Yoann Andreu",50,63,66,68,75,66,75,68,66,62
4360,"Franco Zuculini",72,72,68,69,74,62,76,73,76,57
4361,"Janusz Gol",70,61,68,52,82,73,63,73,65,69
4362,"André Hansen",62,39,34,32,36,77,43,58,58,13
4363,"Teemu Pukki",42,65,79,80,72,64,71,80,72,60
4364,"Mert Günok",51,40,55,57,39,71,50,53,70,14
4365,"Robert Gucher",69,65,55,63,84,70,55,79,66,47
4366,"Gennaro Scognamiglio",38,65,55,53,68,88,58,57,75,78
4367,"Georg Niedermeier",42,57,33,34,58,79,34,30,64,83
4368,"Lorenzo Del Prete",33,67,82,83,82,75,72,63,84,59
4369,"Migjen Basha",64,69,69,65,81,70,72,70,55,58
4370,"Aleksandar Prijovic",55,67,72,70,75,80,51,54,60,70
4371,"Guido Marilungo",70,66,77,79,66,69,83,83,75,57
4372,"Reza Ghoochannejhad",66,70,76,78,62,64,73,77,70,59
4373,"Ruslan Kambolov",60,72,67,66,66,73,68,70,78,69
4374,"Guarrotxena",62,62,80,77,68,70,73,76,85,72
4375,"Bartosz Salamon",55,66,53,62,68,78,33,58,87,67
4376,"Maikon Leite",64,68,91,92,66,45,90,93,76,48
4377,"Mirko Boland",68,70,74,74,80,66,86,86,80,42
4378,"Fausto Rossi",76,60,66,66,60,56,81,75,62,52
4379,"Nathan Baker",27,39,52,55,64,79,48,46,70,72
4380,"Mattias Johansson",43,65,84,86,86,54,78,83,72,54
4381,"Thiago Cionek",36,57,68,69,67,85,60,65,91,62
4382,"Francesco Caputo",51,70,83,82,72,74,74,81,91,66
4383,"Ahmed Kashi",59,53,68,53,88,71,70,71,80,42
4384,"Mustafa Pektemek",65,63,73,74,80,64,68,69,82,72
4385,"Declan Rudd",31,39,54,46,31,64,34,50,46,14
4386,"Mehdi Abeid",64,65,72,68,70,75,72,68,58,44
4387,"Mirco Antenucci",64,74,74,72,71,63,73,76,59,55
4388,"Alan Baró",32,64,62,69,82,90,50,65,76,58
4389,"Aziz Bouhaddouz",44,72,62,68,65,86,58,57,70,72
4390,"Tommy Oar",73,63,84,78,73,49,77,78,58,31
4391,"Bakary Saré",59,74,71,73,81,75,64,64,81,66
4392,"Paulo Garcés",47,26,34,38,25,55,44,37,66,11
4393,"Zaur Sadaev",54,65,78,70,60,73,66,75,81,55
4394,"Jakob Jantscher",67,61,76,74,74,52,70,80,56,54
4395,"Enrique Pérez",53,65,79,82,77,72,71,71,80,66
4396,"Sean Morrison",31,54,53,54,66,84,48,57,75,71
4397,"Niall McGinn",68,69,86,82,82,58,83,83,57,62
4398,"Montoro",74,53,55,53,72,74,60,63,61,57
4399,"Roger Espinoza",69,69,68,68,84,69,80,73,79,70
4400,"Andy King",69,69,68,65,71,72,60,68,71,73
4401,"Matías Rodríguez",53,61,77,83,78,67,67,77,59,63
4402,"Fernando Navarro",56,50,82,81,81,50,87,79,89,43
4403,"Dušan Veškovac",42,66,55,52,67,77,51,54,70,68
4404,"László Köteles",36,37,51,43,26,78,38,46,66,13
4405,"Gilles Sunu",68,61,74,78,66,73,69,76,53,64
4406,"Dušan Kuciak",44,52,41,32,36,74,44,39,70,11
4407,"Massimo Coda",37,53,66,63,56,71,61,60,34,70
4408,"Elderson Echiéjilé",59,49,72,73,80,81,67,66,73,70
4409,"Nílton",64,65,59,57,61,91,44,54,67,76
4410,"Arnold Bouka Moutou",49,55,75,73,72,62,84,69,65,52
4411,"Mano",55,70,77,81,83,50,87,88,84,52
4412,"Denis Petric",25,40,47,46,30,57,41,34,57,11
4413,"Eduardo Herrera",66,67,51,62,71,87,34,43,67,74
4414,"Luis Montes",76,73,72,69,77,58,87,82,70,46
4415,"Tomasz Kupisz",66,66,81,90,74,70,67,82,62,58
4416,"Eric Lichaj",36,50,76,68,80,63,79,70,70,57
4417,"Alex Smithies",43,42,59,59,41,66,44,33,82,17
4418,"John Bostock",69,73,69,66,70,74,64,67,70,48
4419,"Riccardo Maniero",55,70,68,61,72,84,58,72,81,72
4420,"Giuseppe Bellusci",50,66,62,62,68,74,65,62,58,64
4421,"Brayan Angulo",57,70,85,79,80,78,73,70,75,38
4422,"Stefano Celozzi",56,64,75,75,72,61,84,80,66,44
4423,"Aarón Ñíguez",67,64,84,80,68,63,84,85,74,52
4424,"Ryan Bennett",17,34,55,50,69,80,61,46,81,73
4425,"Dirk Marcellis",47,67,44,39,54,74,53,58,76,70
4426,"Vagner",51,51,39,42,43,68,53,61,71,18
4427,"Sascha Mölders",63,63,66,69,74,82,57,62,76,74
4428,"Emanuele Terranova",30,53,68,69,53,78,52,68,87,67
4429,"Joshua John",65,69,86,92,61,40,74,90,64,53
4430,"Prince Oniangué",70,70,63,65,81,81,56,67,82,80
4431,"Mario Bolatti",71,76,54,55,80,82,47,50,56,73
4432,"Adlène Guédioura",68,70,69,72,76,84,67,65,74,64
4433,"Nicolò Cherubin",38,68,54,54,68,78,52,54,70,73
4434,"Jo Inge Berget",70,74,77,82,91,70,63,67,47,47
4435,"Jérémy Taravel",54,58,60,68,56,77,49,53,63,72
4436,"Kazenga LuaLua",64,68,92,87,69,70,71,93,57,60
4437,"Thuso Phala",63,71,88,85,76,42,81,82,68,59
4438,"Mark Beevers",45,61,52,55,76,83,33,46,70,75
4439,"Gaetano Berardi",55,69,78,78,84,67,70,71,83,57
4440,"Egidio Arévalo Ríos",57,81,68,63,73,69,70,67,82,45
4441,"Tim Matavž",47,77,59,62,65,72,53,61,67,74
4442,"Léo Silva",66,60,58,56,88,74,62,77,82,55
4443,"Adam Hloušek",64,65,69,75,92,72,63,65,66,66
4444,"Hajime Hosogai",67,67,74,68,74,59,78,78,80,58
4445,"David McGoldrick",70,77,70,71,70,70,77,78,67,64
4446,"Václav Procházka",46,65,66,70,67,77,62,72,62,69
4447,"Dame NDoye",64,65,72,75,72,82,56,74,70,70
4448,"Rodolfo Salinas",68,70,74,75,76,72,69,70,74,60
4449,"David Cabrera",72,66,68,70,79,71,66,73,58,50
4450,"Leandro Grimi",64,67,72,66,73,71,65,72,80,64
4451,"Anthony Pilkington",71,67,70,70,72,76,66,71,68,63
4452,"Radoslaw Majewski",72,66,69,67,54,48,85,72,80,52
4453,"Xavi Torres",72,74,59,49,70,80,61,59,62,68
4454,"Rouwen Hennings",59,58,72,74,85,75,68,63,72,65
4455,"Thomas Phibel",51,51,49,38,53,90,32,33,69,76
4456,"Oleksandr Rybka",71,58,52,53,59,75,37,41,69,20
